shortName	gemma_term	gemma_uri	gpt_cell_lines	gpt_term	gpt_term_id	basic_match	specific	sensitive
GSE19466	GM10847|||GM15510|||GM18505|||GM19099|||GM19193|||GM12892|||GM12891|||lymphoblastoid cell line|||GM12878|||GM18526|||GM18951	http://www.ebi.ac.uk/efo/EFO_0005336|||http://www.ebi.ac.uk/efo/EFO_0005347|||http://www.ebi.ac.uk/efo/EFO_0005332|||http://www.ebi.ac.uk/efo/EFO_0005350|||http://www.ebi.ac.uk/efo/EFO_0005351|||http://www.ebi.ac.uk/efo/EFO_0002786|||http://www.ebi.ac.uk/efo/EFO_0002785|||http://www.ebi.ac.uk/efo/EFO_0005292|||http://www.ebi.ac.uk/efo/EFO_0002784|||http://www.ebi.ac.uk/efo/EFO_0005348|||http://www.ebi.ac.uk/efo/EFO_0005349	GM10847|||GM12878|||GM12891|||GM12892|||GM15510|||GM18505|||GM18526|||GM18951|||GM19099|||GM19193	GM10847|||GM12878|||GM12891|||GM12892|||GM15510|||GM18505|||GM18526|||GM18951|||GM19099|||GM19193	EFO:0022391|||EFO:0022391|||EFO:0022391|||EFO:0002786|||EFO:0022391|||EFO:0022391|||EFO:0022391|||EFO:0022391|||EFO:0022391|||EFO:0022391	TRUE	FALSE	FALSE
GSE69630	A549 cell	http://purl.obolibrary.org/obo/CLO_0001601	A549|||NuLi-1	A549|||NuLi-1	EFO:0001086|||CLO:0000493	FALSE	FALSE	FALSE
GSE138237	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7-NAILWT|||MCF7-NAILΔNFκB|||MCF7	MCF7-NAILWT|||MCF7-NAILΔNFκB|||MCF7	CLO:0007606|||CLO:0007606|||EFO:0001203	TRUE	FALSE	TRUE
GSE142174	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSCs	induced pluripotent stem cell	EFO:0004905	FALSE	FALSE	FALSE
GSE245466	HEK293T cell	http://purl.obolibrary.org/obo/CLO_0037372	HEK293T	HEK293T	CLO:0037372	TRUE	TRUE	TRUE
GSE198463	D283 Med cell	http://purl.obolibrary.org/obo/CLO_0002673	HD-MB03|||D425|||D283	HD-MB03|||D425|||D283	EFO:0022572|||EFO:0005698|||EFO:0002156	FALSE	FALSE	FALSE
GSE214455	MCF 10A cell	http://purl.obolibrary.org/obo/CLO_0007599	B2B1	B2B1	CLO:0007599	TRUE	TRUE	TRUE
GSE236490	stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037224	Organoid	Organoid	EFO:0005216	FALSE	FALSE	FALSE
GSE192577	NOZ	http://www.ebi.ac.uk/efo/EFO_0010973	NOZ	NOZ	EFO:0010973	TRUE	TRUE	TRUE
GSE149428	LNCaP cell|||MCF7 cell	http://purl.obolibrary.org/obo/CLO_0037116|||http://purl.obolibrary.org/obo/CLO_0007606	MCF7|||LNCaP			FALSE	TRUE	FALSE
GSE62974	C166 cell	http://purl.obolibrary.org/obo/CLO_0002097	HUVEC|||C166	HUVEC|||C166	EFO:0002451|||CLO:0051605	FALSE	FALSE	FALSE
GSE252683	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y|||Flp-In T-REx 293	SH-SY5Y|||Flp-In T-REx 293	CLO:0009015|||EFO:0022682	TRUE	FALSE	TRUE
GSE104872	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7	MCF7	EFO:0001203	FALSE	FALSE	FALSE
GSE273794	Daoy cell	http://purl.obolibrary.org/obo/CLO_0002699	Daoy	Daoy	EFO:0005698	FALSE	FALSE	FALSE
GSE206314	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-derived astrocytes	iPSC-derived astrocytes	EFO:0005740	FALSE	FALSE	FALSE
GSE108418	TOV-112D cell	http://purl.obolibrary.org/obo/CLO_0009384	TOV112D	TOV112D	EFO:0005263	FALSE	FALSE	FALSE
GSE155097	RCB0987 cell	http://purl.obolibrary.org/obo/CLO_0050871	C2C12	C2C12	EFO:0001098	FALSE	FALSE	FALSE
GSE15935	Huh7 cell	http://purl.obolibrary.org/obo/CLO_0009989	Huh7|||Clone A	Huh7|||Clone A	EFO:0005384|||CLO:0037247	FALSE	FALSE	FALSE
GSE81642	H460 cell|||A549 cell|||NCI-H358 cell|||NCI-H2009 cell	http://purl.obolibrary.org/obo/CLO_0003601|||http://purl.obolibrary.org/obo/CLO_0001601|||http://purl.obolibrary.org/obo/CLO_0008085|||http://purl.obolibrary.org/obo/CLO_0008038	H460|||A549|||H358|||H2009	H460|||A549|||H358|||H2009	EFO:0003044|||EFO:0001086|||EFO:0002291|||EFO:0002273	FALSE	FALSE	FALSE
GSE49158	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	CLO:0009015	TRUE	TRUE	TRUE
GSE53668	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7	MCF7	EFO:0001203	FALSE	FALSE	FALSE
GSE104141	induced pluripotent stem cell line cell|||embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307|||http://purl.obolibrary.org/obo/CLO_0037279	iFF-NCC|||H9-cPC|||iFF-cPC|||1oPC|||iPSEN1*-cPC|||049-sAD-1oPC	iFF-NCC|||H9-cPC|||iFF-cPC|||1oPC|||iPSEN1*-cPC|||049-sAD-1oPC	UBERON:0003099|||EFO:0003045|||EFO:0007098|||CL:0000669|||EFO:0007101	FALSE	FALSE	FALSE
GSE22525	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	CLO:0009015	TRUE	TRUE	TRUE
GSE56862	A549 cell|||HeLa cell|||HEK293	http://purl.obolibrary.org/obo/CLO_0001601|||http://purl.obolibrary.org/obo/CLO_0003684|||http://purl.obolibrary.org/obo/CLO_0001230	HeLa|||A549|||HEK293	HeLa|||A549|||HEK293	EFO:0001185|||EFO:0001086|||EFO:0001182	FALSE	FALSE	FALSE
GSE48871	NCI-H520 cell|||LK-2	http://purl.obolibrary.org/obo/CLO_0008093|||http://www.ebi.ac.uk/efo/EFO_0003141	H520|||LK2	H520|||LK2	EFO:0003124|||EFO:0006638	FALSE	FALSE	FALSE
GSE54242	CGR8 cell	http://purl.obolibrary.org/obo/CLO_0002405	CGR8	CGR8	EFO:0006273	FALSE	FALSE	FALSE
GSE182508	embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037279	ESC-derived myogenic progenitor cells via teratoma formation|||endogenous satellite cells	ESC-derived myogenic progenitor cells via teratoma formation|||endogenous satellite cells	EFO:0005738|||CL:0000515	FALSE	FALSE	FALSE
GSE120574	HCT 116 cell	http://purl.obolibrary.org/obo/CLO_0003665	HCT116	HCT116	EFO:0002824	FALSE	FALSE	FALSE
GSE240664	U-2 OS cell	http://purl.obolibrary.org/obo/CLO_0009454	U2OS	U2OS	EFO:0002869	FALSE	FALSE	FALSE
GSE189905	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	EFO:0002717	FALSE	FALSE	FALSE
GSE98871	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y	SH-SY5Y	CLO:0009015	TRUE	TRUE	TRUE
GSE106813	human induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037308	XM001	XM001	EFO:0004905	FALSE	FALSE	FALSE
GSE261132	Tumor-derived cell line	http://purl.obolibrary.org/obo/CLO_0036938	BTSC73	BTSC73	BTO:0000690	FALSE	FALSE	FALSE
GSE121291	THP-1 cell	http://purl.obolibrary.org/obo/CLO_0009348	THP-1	THP-1	EFO:0001253	FALSE	FALSE	FALSE
GSE29158	GM06985|||GM07055|||GM07056|||GM11839|||GM12056|||GM12717|||GM12145|||GM12155|||GM07034|||GM11994|||GM12750|||GM11992|||GM11993|||GM12872|||GM07345|||lymphoblastoid cell line|||GM07000|||GM11832|||GM12813|||GM12891|||GM12716	http://www.ebi.ac.uk/efo/EFO_0001107|||http://www.ebi.ac.uk/efo/EFO_0001113|||http://www.ebi.ac.uk/efo/EFO_0001114|||http://www.ebi.ac.uk/efo/EFO_0001121|||http://www.ebi.ac.uk/efo/EFO_0001134|||http://www.ebi.ac.uk/efo/EFO_0001148|||http://www.ebi.ac.uk/efo/EFO_0001137|||http://www.ebi.ac.uk/efo/EFO_0001140|||http://www.ebi.ac.uk/efo/EFO_0001112|||http://www.ebi.ac.uk/efo/EFO_0001126|||http://www.ebi.ac.uk/efo/EFO_0001149|||http://www.ebi.ac.uk/efo/EFO_0001124|||http://www.ebi.ac.uk/efo/EFO_0001125|||http://www.ebi.ac.uk/efo/EFO_0001159|||http://www.ebi.ac.uk/efo/EFO_0001115|||http://www.ebi.ac.uk/efo/EFO_0005292|||http://www.ebi.ac.uk/efo/EFO_0001110|||http://www.ebi.ac.uk/efo/EFO_0001120|||http://www.ebi.ac.uk/efo/EFO_0001156|||http://www.ebi.ac.uk/efo/EFO_0002785|||http://www.ebi.ac.uk/efo/EFO_0001147	GM06985|||GM07000|||GM07034|||GM07055|||GM07056|||GM07345|||GM11832|||GM11839|||GM11992|||GM11993|||GM11994|||GM12056|||GM12145|||GM12155|||GM12716|||GM12717|||GM12750|||GM12813|||GM12872|||GM12891	GM06985|||GM07000|||GM07034|||GM07055|||GM07056|||GM07345|||GM11832|||GM11839|||GM11992|||GM11993|||GM11994|||GM12056|||GM12145|||GM12155|||GM12716|||GM12717|||GM12750|||GM12813|||GM12872|||GM12891	CLO:0036434|||CLO:0036577|||CLO:0012618|||CLO:0036802|||CLO:0036801|||CLO:0016958|||CLO:0020508|||CLO:0019125|||CLO:0019140|||EFO:0001149|||CLO:0022588|||CLO:0022836|||CLO:0022859	TRUE	FALSE	FALSE
GSE60600	RPMI 8226 cell|||JJN-3 cell	http://purl.obolibrary.org/obo/CLO_0008873|||http://purl.obolibrary.org/obo/CLO_0037173	JJN-3|||RPMI	JJN-3|||RPMI	EFO:0006605|||CLO:0008873	TRUE	FALSE	FALSE
GSE848	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7	MCF-7	EFO:0001203	FALSE	FALSE	FALSE
GSE145068	SHEP|||SHEP-SF	http://www.ebi.ac.uk/efo/EFO_0006294|||http://www.ebi.ac.uk/efo/EFO_0002857	SHEP|||SHEP MYCN	SHEP|||SHEP MYCN	EFO:0006294	TRUE	FALSE	FALSE
GSE205902	H9 cell|||embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0003612|||http://purl.obolibrary.org/obo/CLO_0037279	H9 hESC	H9 hESC	EFO:0003045	FALSE	FALSE	FALSE
GSE201538	HEK293T cell	http://purl.obolibrary.org/obo/CLO_0037372	HEK293T	HEK293T	CLO:0037372	TRUE	TRUE	TRUE
GSE162341	MCF 10A cell	http://purl.obolibrary.org/obo/CLO_0007599	MCF10A	MCF10A	CLO:0007599	TRUE	TRUE	TRUE
GSE210959	H9 ES cell|||induced pluripotent stem cell line cell|||embryonic stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037313|||http://purl.obolibrary.org/obo/CLO_0037307|||http://purl.obolibrary.org/obo/CLO_0037279	H9|||EYQ|||7349.3|||GM07492	H9|||EYQ|||7349.3|||GM07492	EFO:0003045|||EFO:0007102|||EFO:0007098|||EFO:0007950	FALSE	FALSE	FALSE
GSE19299	MC3T3-E1 cell	http://purl.obolibrary.org/obo/CLO_0007582	MC3T3	MC3T3-E1   Subclone 14 cell|||MC3T3-E1   Subclone 24 cell|||MC3T3-E1   Subclone 30 cell|||MC3T3-E1   Subclone 4 cell	CLO:0007583|||CLO:0007584|||CLO:0007585|||CLO:0007586	FALSE	FALSE	FALSE
GSE244886	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	FF1|||FF2|||223|||850	FF1|||FF2|||223|||850	EFO:0006276|||EFO:0006276|||EFO:0006276|||EFO:0006276	FALSE	FALSE	FALSE
GSE206341	H9 ES cell	http://purl.obolibrary.org/obo/CLO_0037313	WA09	WA09	EFO:0003045	FALSE	FALSE	FALSE
GSE122729	H9 ES cell	http://purl.obolibrary.org/obo/CLO_0037313	H9	H9	EFO:0003045	FALSE	FALSE	FALSE
GSE199069	U937(CD59+) cell	http://purl.obolibrary.org/obo/CLO_0009466	U937	U937	CLO:0009465	FALSE	FALSE	FALSE
GSE76200	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF7	MCF7	EFO:0001203	FALSE	FALSE	FALSE
GSE204929	MKN74	http://www.ebi.ac.uk/efo/EFO_0002834	MKN74|||MKN74siYWHAG	MKN74|||MKN74siYWHAG	EFO:0002834|||EFO:0002834	TRUE	TRUE	TRUE
GSE78960	human induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037308	SA001	SA001	CLO:0037281	FALSE	FALSE	FALSE
GSE264160	J774A.1 cell|||RAW264.7	http://purl.obolibrary.org/obo/CLO_0007005|||http://www.ebi.ac.uk/efo/EFO_0001231	RAW264|||MutuDC|||J774	RAW264|||MutuDC|||J774	CLO:0008753|||EFO:0022830|||EFO:0022735	FALSE	FALSE	FALSE
GSE197947	HCT 116 cell|||U-2 OS cell|||HT-29 cell	http://purl.obolibrary.org/obo/CLO_0003665|||http://purl.obolibrary.org/obo/CLO_0009454|||http://purl.obolibrary.org/obo/CLO_0004283	HCT-116|||HT-29|||U2OS	HCT-116|||HT-29|||U2OS	EFO:0002824|||EFO:0001193|||EFO:0002869	FALSE	FALSE	FALSE
GSE217898	ATCC cell line cell|||PromoCell cardiomyocytes Line A cell	http://purl.obolibrary.org/obo/CLO_0000010|||http://purl.obolibrary.org/obo/CLO_0037400	SCVI-100|||SCVI-114|||PromoCell: Human Aortic EC|||ATCC: Human Aortic EC	SCVI-100|||SCVI-114|||PromoCell: Human Aortic EC|||ATCC: Human Aortic EC	EFO:0007090|||EFO:0007090|||EFO:0022506|||EFO:0022506	FALSE	FALSE	FALSE
GSE1153	U-2 OS cell	http://purl.obolibrary.org/obo/CLO_0009454	U2OS	U2OS	EFO:0002869	FALSE	FALSE	FALSE
GSE126779	DU 145|||DU 145 cell|||PC-3 cell	http://www.ebi.ac.uk/efo/EFO_0005441|||http://purl.obolibrary.org/obo/CLO_0002840|||http://purl.obolibrary.org/obo/CLO_0008395	DU145|||PC3	DU145|||PC3	EFO:0005441|||EFO:0002074	TRUE	FALSE	FALSE
GSE231600	aTC1 Clone 9 cell	http://purl.obolibrary.org/obo/CLO_0009736	alphaTC1	alphaTC1	EFO:0022819	FALSE	FALSE	FALSE
GSE22036	HuT 102 cell	http://purl.obolibrary.org/obo/CLO_0004303	HuT-102	HuT-102	CLO:0004303	TRUE	TRUE	TRUE
GSE57185	N1E-115 cell	http://purl.obolibrary.org/obo/CLO_0007922	N1E-115	N1E-115	EFO:0022740	FALSE	FALSE	FALSE
GSE248045	RCB0987 cell	http://purl.obolibrary.org/obo/CLO_0050871	C2C12	C2C12	EFO:0001098	FALSE	FALSE	FALSE
GSE8633	Clone 1-5c-4 WKD of Chang Conjunctiva cell	http://purl.obolibrary.org/obo/CLO_0002501	IOBA-NHC|||ChWK	IOBA-NHC|||ChWK	CLO:0000896|||CLO:0002501	TRUE	FALSE	TRUE
GSE207894	H9 ES cell	http://purl.obolibrary.org/obo/CLO_0037313	H9	H9	EFO:0003045	FALSE	FALSE	FALSE
GSE10911	MCF-7aro	http://www.ebi.ac.uk/efo/EFO_0002072	MCF-7aro|||LTEDaro|||T+LET R|||T+ANA R|||T+EXE R|||T+TAM R|||ANA R|||EXE R	MCF-7aro	EFO:0002072	TRUE	TRUE	TRUE
GSE81643	A549 cell|||H460 cell|||NCI-H358 cell|||NCI-H2009 cell	http://purl.obolibrary.org/obo/CLO_0001601|||http://purl.obolibrary.org/obo/CLO_0003601|||http://purl.obolibrary.org/obo/CLO_0008085|||http://purl.obolibrary.org/obo/CLO_0008038	H460|||A549|||H358|||H2009	H460|||A549|||H358|||H2009	EFO:0003044|||EFO:0001086|||EFO:0002291|||EFO:0002273	FALSE	FALSE	FALSE
GSE90469	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	iPSC-differentiated dopamine neurons	iPSC-differentiated dopamine neurons	EFO:0002961	FALSE	FALSE	FALSE
GSE58432	RAW 264.7 cell	http://purl.obolibrary.org/obo/CLO_0008753	RAW 264.7	RAW 264.7	CLO:0008753	TRUE	TRUE	TRUE
GSE213615	Huh7 cell|||Hep G2 cell	http://purl.obolibrary.org/obo/CLO_0009989|||http://purl.obolibrary.org/obo/CLO_0003704	Huh7|||HepG2	Huh-7|||HepG2	EFO:0005384|||EFO:0001187	FALSE	FALSE	FALSE
GSE58626	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7	MCF-7	EFO:0001203	FALSE	FALSE	FALSE
GSE98268	MINO	http://www.ebi.ac.uk/efo/EFO_0022501	Mino	Mino	EFO:0022501	TRUE	TRUE	TRUE
